,tweet
4793,@VP @KamalaHarris Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
4794,"@gabriellechan @lenoretaylor @_LisaMCox Isnt trading of offsets the cornerstone of ETS that Greens rejected and are cross examined about perceived mistake, ever since. Need Fee and Dividend to engage us all in carbon reduction now
@CCL_Aus 
@ActOnClimateVic"
4795,"A great thread on @ddotdc continuing to widen highways and highway-like roads 

In addition to Vision Zero, I'd also point out this is an affront to @SustainDC and does nothing to help meet climate goals. We can only afford to move curbs every couple of decades. Let's do it right"
4796,@MeritLaw @GregAbbott_TX Only corporate donors own Abbott. He spreads fear to his constituents because...... They Fu_king Stupid
4797,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4798,"RT @PamelaFalk: Biden promotes the American Jobs Plan: 
""Buy American"" says @POTUS 

Says Climate focus is about ""jobs, jobs, jobs""

https:…"
4799,@WhiteHouse backs the call for US energy to be 80% emissions free by 2030! @GavinNewsom let’s continue leading the way by transitioning to 100% Clean Energy by 2030 @CALPIRGStudent https://t.co/F9YymegtzK
4800,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4801,"RT @Pobbathi_Venku: @arunbothra Sir 

My mother in law died

Distance between hospital and cremation place is 10 KM and Ambulance charged 3…"
4802,RT @glittering_mc: Thinking about pushing Debutriah to 100M and possibly celebrate with a 💎 certification (hi @RIAA! ❤️) for its 31st anniv…
4803,RT @PattyMurray: It's great to have a White House that puts science first &amp; takes the climate crisis seriously. I look forward to working w…
4804,"RT @banditelli: ""When I think climate change I think jobs"" is basically @sunrisemvmt's slogan"
4805,"RT @kim_siever: Today’s news story:

AHS awards private laundry contract after months of lobbying by UCP donors 

#ableg #abpoli #abhealth…"
4806,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4807,So excited to read this!
4808,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
4809,"RT @RealOldPaul: Remove all social bonds, first the human-human ones, then the human-pet ones, so people are more compliant with state abus…"
4810,RT @franifio: Commerce Secretary Gina Raimondo is playing a major role in stopping the waiver of intellectual property restrictions on the…
4811,"@RupertVonRipp Yes because lgbt means barren. Since when does orientation means you cannot reproduce? There's been cases of gay men being sperms donors for lesbian couples and lesbians being surrogates. So if (which is impossible) everyone orientation magically changed, we'd still be here. Cry."
4812,RT @chrislhayes: Fact Check: Democrats have been talking about the climate crisis as a JOBS JOBS JOBS opportunity for years.
4813,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
4814,"RT @cabot_phillips: The nerve of Biden to bring up ""jobs"" as the most important word associated with Climate Change, when he killed thousan…"
4815,"RT @PathfinderInt: In order to address the climate crisis, we need to fully support women, globally. That’s it. That’s the tweet."
4816,"RT @AmoneyResists: @tedcruz I hear Cancun needs a Senator. Why don’t you flee there again but make it permanent?
https://t.co/vxN3NxfukO"
4817,RT @muktilandia: @SiegeMoto @itsALLrisky @jackspa84167797 @elonmusk I like the idea of Elon being the Superheroe to the rescue of planet Ea…
4818,"RT @LandLeaguer: @ShaneLevitt11 @b11ckchps @AaronBastani @Keir_Starmer 4. As the original point stated, Starmer literally refused to disclo…"
4819,"RT @RepRaulGrijalva: Tonight's #JointAddress by @POTUS made the case that government can work for the people again. 

From immigration and…"
4820,"RT @RachelAzzara: So, before Tim Scott came out to tell you he's so reasonable and unity-focused, he sent out this email to donors: https:/…"
4821,"RT @StellaParton: Affordable health care for every American, Education for anyone and everyone, Jobs and infrastructure, Equality, Equal pa…"
4822,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4823,RT @SecGranholm: This is a BIG deal. Congress reinstated strong methane rules today to help tackle one the worst contributors to the climat…
4824,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4825,"RT @PigsAndPlans: In March of 2018, Twenty One Pilots became the first act in history to see every song on an album receive at least a gold…"
4826,RT @BernardKeane: Why do Morrison and other climate denialists continue to push Carbon Capture and Storage long after it's been discredited…
4827,"RT @StandUpAmerica: Want a higher minimum wage?
Abolish the filibuster.

Want to protect voting rights?
Abolish the filibuster.

Want to ad…"
4828,RT @RepEBJ: The climate crisis is a global fight—one we can no longer afford to ignore #JointAddress
4829,"@RonnieRayGun @AntifaVoter @Helix1012 @JeffreyCorreia @ProjectLincoln @FBI Meaningless platitudes like social justice, climate justice, racial justice etc. all are designed at getting rid of individual justice. They are collectivist thinking, which is inherent to both fascism and communism"
4830,"RT @RepRaulGrijalva: Tonight's #JointAddress by @POTUS made the case that government can work for the people again. 

From immigration and…"
4831,RT @AntiRacismDay: Denis Fernando (.@redcablesunday) climate change activist on why climate change is an anti-racist issue! #FridaysForFutu…
4832,"Stubble burning is not the ONLY reason for pollution in India.
 #KisanBole_NoVoteToModi https://t.co/CfA9JoBmKH"
4833,RT @chrislhayes: Fact Check: Democrats have been talking about the climate crisis as a JOBS JOBS JOBS opportunity for years.
4834,Morezi Cat treat food storage tin with lid and scoop included – white powder – carbon steel – pet food bin – storage canister tins – CatFood – Black https://t.co/CUwFbAxMIL
4835,"RT @brandoncwu: The progressive populism of the #JointAddress was great, but the China-as-enemy stuff is actively harmful, especially with…"
4836,He is an idiot.
4837,Visalia CA USA - Physician Temporary Job in CA for Critical Care Physician JOB-2684484 - The coveri: The covering physician must be board certified or board eligible with a current ACLS certification. For this position yo https://t.co/GTh6eQZiTG
4838,RT @yikesangeI: climate change is real 💔🌎 https://t.co/xe25S3B9gl
4839,She makes stuff up or passes on stuff someone else made up.  not bright
4840,"@Rendon63rd They put the interests of wealthy donors over the people and oppose single-payer healthcare, just like you."
4841,RT @SecGranholm: This is a BIG deal. Congress reinstated strong methane rules today to help tackle one the worst contributors to the climat…
4842,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
4843,"RT @SenSchumer: THIS IS BIG:

The Senate just voted to reverse a Trump-era decision to roll back limits on methane pollution from oil and g…"
4844,"@smith87_dan @msnow1224 @BridgetPhetasy You do realize that for a few hundred million years, the planet was a lot warmer, CO2 levels were way higher, and that life was so abundant at that time, in those conditions, that the Earth was covered with 90 foot long dinosaurs, right?"
4845,"RT @HarleyRouda: Michelle Steel fast tracked the sale of our public land to one of her mega donors during her final days as Supervisor.

Th…"
4846,@davidhogg111 @2020survivor16 well what are you talking about.. can't you see tax cuts for their rich donors are more important?
4847,@GOP News flash to the stupid! CO2 caused global warming climate change is a liberal environmental wacko hoax.
4848,"RT @MarkJCarney: Covid teaches us #resilience is important. It’s about having a strategic reserve we don’t use every day, but is there when…"
4849,"RT @RepRaulGrijalva: Tonight's #JointAddress by @POTUS made the case that government can work for the people again. 

From immigration and…"
4850,Can't wait to be one of the heads in an environmentally focused government org and expose those who prioritize making a profit from nature (and turning it into a business) rather than providing an actual help regarding climate change 🥱
4851,RT @priya_27_: and USA has the audacity to blame India and China for climate change 🤡 https://t.co/6GZfvDk8wc
4852,@PeteButtigieg @SecretaryPete @USDOT Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
4853,"RT @JungkookAsia__: Naver2| According to The Recording Industry Association of Japan (RIJ), #Jungkook's solo song 'Euphoria' obtained strea…"
4854,"RT @LCVoters: ""When I think climate change, I think jobs."" 

@POTUS set the record straight tonight, making it clear that we can have both…"
4855,@DylanRaithel @MarkSilberg @CostaSamaras How much carbon sequestration would you like to pay for?
4856,"RT @LCVoters: ""When I think climate change, I think jobs."" 

@POTUS set the record straight tonight, making it clear that we can have both…"
4857,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
4858,"100% TRUE, &amp; WELL PUT! THAT INCLUDES R.I.N.O. TRAITORS LIKE @LeaderMcConnell/@GOPLeader/@MittRomney/@LindseyGrahamSC/@lisamurkowski. @TuckerCarlson @seanhannity @IngrahamAngle @LouDobbs @EmeraldRobinson @christina_bobb @TomFitton @JudicialWatch @ALIPAC @USTechWorkers @mtgreenee https://t.co/j8F4hLbhOC"
4859,RT @ConceptualJames: Climate change started in 1619.
4860,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions https://t.co/kKg5mOWds5
4861,"May I suggest adding more words to the noun #FORMOSA. The name FORMOSA stands for Taiwan. It is #FormosaPasticsGroup in Taiwan that has caused environmental disaster in Taiwan, the USA, and in #Hatinh Vietnam, not TAIWAN as a country!"
4862,RT @NicholasK111: Lots of opportunities to join in - sign up this week 👇
4863,RT @ZaleskiLuke: @mkraju Trump told them to stand by. Told them to fight. Told them to come to DC. Told them to stop the steal. Told them t…
4864,"Urgent methane cuts needed to rein in climate change, UN says https://t.co/ooG6I6Pok9 https://t.co/BBzpyhIoTs"
4865,"RT @vijendrasvij: Thank you kumar sir and team two donors turned up n hv donated plasma for the patient Yogesh Pant, Saket Max, delhi. But…"
4866,i was told recently that Tim Scott began reaching out to big donors this year that one would associate with a run for president
4867,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
4868,"RT @PeterDClack: Climate is based on natural cycles in vast time scales. A glaciation can be 100,000 years, an interglacial 10,000. Tectoni…"
4869,"RT @codepink: The root causes of immigration might be poverty, climate change, etc. But what are the root causes of those root causes? 🤔

I…"
4870,RT @harrisonjaime: What the hell?! Please for the love of all that is good and right... just get a life!  How does wearing a mask hurt anyo…
4871,RT @kurtbardella: Ummm ... @TimScottSC science is pretty f*cking clear about wearing masks and climate change ... things YOUR political par…
4872,RT @kurtbardella: Ummm ... @TimScottSC science is pretty f*cking clear about wearing masks and climate change ... things YOUR political par…
4873,"RT @IngrahamAngle: “When you put climate change and the Green New Deal at the top of your foreign policy agenda, you weaken America every d…"
4874,"Apparently just b/c you had condomless hetero sex means you know shit about covid, police, gun violence, women's issues, climate change."
4875,"RT @JuddLegum: UPDATE: @JetBlue ends suspension of PAC donations, donates to Republican Congresswoman that objected to the certification of…"
4876,"RT @SecMartyWalsh: A clean energy future means more good jobs. 

With 21st century job training opportunities and apprenticeships, we can t…"
4877,"@Lerianis1 @HuffPost If I accept that premise lay persons are likely doing this by visual observation in their lifetime, and what stories passed down by elders?  And you’re going with that instead of science and technology?  Climate change is real no one benefits from denying it."
4878,"@coughlthom between housing and climate change, the only thing that aged well on that page was gandalf."
4879,"RT @HelmetMissouri: Hickman bringing the noise again this year!

✅Gradient shell/mask
✅Carbon H decal
✅Chrome bumper decals
✅MO outline 🇺🇸…"
4880,"RT @StellaParton: Affordable health care for every American, Education for anyone and everyone, Jobs and infrastructure, Equality, Equal pa…"
4881,RT @helloashpreet: Have donors available from all these locations. If you have a requirement then please DM me or @riyaratan. https://t.co/…
4882,"RT @TheBlackTimesOK: #Breaking #News
SNU President Dr. Newman just explained to his students at a town hall that he is doesn’t agree with k…"
4883,"RT @critica18495985: Most politicians are method actors.

The speech writers, write their script.

Their donors are the executive producers…"
4884,RT @Sharon_Okeno: And this isn't just bringing a new generation of voters with an embedded respect for reconciliation and change. It's an o…
4885,"RT @By_Concrete: Concrete absorbs carbon, but unlike other sources which may also absorb carbon, such as wood, it will not rot and re-relea…"
4886,Thank you @goranm!
4887,"Wow. @POTUS. 

Connecting all the dots between climate and health — climate and economy — climate and equity — climate and security. 

Carrying the voices of hundreds of millions of Americans into that hallowed chamber — the hopes of a people ready to rebuild."
4888,"The two-day Phoenix Conference is bringing staff from bushfire-affected schools together for the first time. 

The experiences of school leaders and staff through the natural disasters will help provide a roadmap to recovery for future crises.

Read more: https://t.co/Ms69nqAeQd"
4889,@peanuckel @T00thianna @hawtologist Well with global warming we’re getting the flood and the sun so 😭 it’s happening
4890,"RT @AdamSchiff: If we want to build back better.

Revitalize our economy.

Invest in people.

Fight climate change. 

Create new green jobs…"
4891,RT @GretaThunberg: Let’s all support the incredibly brave Dylan! We have your back❤️✊
4892,RT @LobbyForClimate: We need all pro-climate companies to be seen and heard in the climate policy debate — using their influence to counter…
4893,"The #GQP members like @LeaderMcConnell even sat sleepily when the issue of replacing the lead pipes poisoning Americans was stated.  They don't give 2 shits about real people, just the fat cat donors that would cut them off if they applauded."
4894,@laurenboebert Said by someone who is being paid by government and whose business donors benefit from US Treasury.
4895,"Pres. Biden stresses need for action on climate, infrastructure ahead of 100 days mark https://t.co/xYjDtbNO5l"
4896,"@_MaxRied No, just not people pushing an agenda of control. If you study their climate change deeply enough, it falls apart. 

If they were truly concerned, there would be Nuclear plants going into service everywhere, sanctions against any countries practicing deforestation...."
4897,@SecretaryPete @PeteButtigieg Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
4898,"RT @BBCWorld: ""For too long we've failed to use the most important word when it comes to meeting the climate crisis: jobs, jobs, jobs""

US…"
4899,"RT @chaitanya9238: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Srinivas Bkvr
Age: 48
Hospital: Pratima hospital, Kachi…"
4900,RT @BackatyouLife76: They know for a fact that savere droughts etc happen every few decades. They know one will happen. So they beat the cl…
4901,"@aldatweets @UCBerkeley Lemme guess you're seeking donations for your ""research"" from sleazy developers and don't see a problem with that.

And you're not a fan of electric cars even though they're great for the climate."
4902,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
4903,@SenatorTimScott Republicans won’t even give up on their wealthy donors to help their constituents and Americans in need.
4904,"@LittleR19266681 @Alyssa_Milano @GOPLeader @RepDLamborn Maybe he meant jobs in the Green energy &amp; environmental sector.  Innovation in battery technology, sustainable energy, lower emissions, cleaner air &amp; better infrastructure for electric vehicles.  
China is investing heavily in renewables &amp; environmental research."
4905,"RT @ClimatePower: .@SenatorTimScott opens the Republican response by saying he wants to have ""an honest conversation"" — his party literally…"
4906,"@GovInslee @POTUS You are such a fool. Natural gas is way cheaper. 100,000 years ago the climate changed too. Guess what God has it under control. Reminds me of the ozone layer back in the 90’s never happened"
4907,whats so funny? twce still outsells itzy every comeback and ewo made twce along with m&amp;m the first and only kpop gg in history to have a double platinum certification on gaon the drag isnt dragging
4908,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4909,RT @ilDonaldoTrumpo: THE ONLY CLIMATE CHANGE YOU KNOW HAPPENS INSIDE YOUR DIAPERS JOE.
4910,"RT @RepRaulGrijalva: Tonight's #JointAddress by @POTUS made the case that government can work for the people again. 

From immigration and…"
4911,"RT @thetoyman1: Biden even admitted USA only produces 15% of the Worlds C02 emissions. And even if we do everything he asks, nothing will c…"
4912,RT @SecretaryPete: We're not going to choose between good-paying jobs and climate security. The American Jobs Plan recognizes that the two…
4913,"Guess who speaks today at the Global #Taipei Dialogue? Pod host @N8MAY is super pleased to be sharing about #Taiwan's soft power and global supply-chain pressures for low-carbon production and #renewables.

Oh and, it should be fun as well! See you there! https://t.co/XOu5HtuTG2 https://t.co/CiLtZyhAmB"
4914,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
4915,Opinion | Biden’s Climate Plan Is Wise and Necessary - The Wall Street Journal https://t.co/YGt6MJUQ22
4916,@erinotoole I am a small c conservative -you sir have no right to criticize! From repeal carbon tax to here’s my idea of carbon tax😡😡really!! Lost my vote
4917,"RT @MythriOfficial: *PLASMA DONORS REQUIRED FOR COVID TREATMENT URGENTLY* 

Patient: Hitesh palgaht

Age: 29

Hospital: sunshine hospital S…"
4918,"“It’s bad enough that we regularly see scaffolding staying up for years, apparently unused...we can’t even be sure it will serve its purpose &amp; keep us safe,” State Senator Liz Krueger said, “the self-certification process is not sufficient.” Daily News, by Graham Rayman 1/23/19"
4919,"RT @FFF_Bangladesh: No More Excuses. Today's climate strike at Jamalpur, Bangladesh. 
@GretaThunberg @Fridays4future 
#FridaysForFuture #No…"
4920,RT @BLKsBigProblem: How do you stop the climate catastrophe in its tracks? Grassroots pressure has gotten @BlackRock to pledge to be #NetZe…
4921,RT @POTUS: America is back. We rejoined the Paris Agreement and are ready to rally the world to tackle the climate crisis. Let’s do this.
4922,.@CCCPHL's Commissioner Rachel Herrera emphasized the role of the government in ensuring that work on climate is science- and evidence-based in the third episode of the Climate Change and COVID-19 series. Know more about our webinars via https://t.co/7wtgFhlsrr #AdaptationSummit https://t.co/zbb80dppid
4923,"RT @LinaHidalgoTX: A bill will be voted on in the State House that everyone needs to know about. If HB2144 passes, polluters (including noi…"
4924,"RT @maxberger: “When I think climate change, I think jobs. Jobs, jobs, jobs.” - @POTUS 

Thank you @sunrisemvmt, @AOC and @justicedems. Y’a…"
4925,"Poll: Water Pollution, Not Climate Change, Americans' Top Environmental Concern https://t.co/fUrya4catz"
4926,@SecretaryPete @PeteButtigieg Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
4927,RT @jonward11: i was told recently that Tim Scott began reaching out to big donors this year that one would associate with a run for presid…
4928,"RT @thetoyman1: Biden even admitted USA only produces 15% of the Worlds C02 emissions. And even if we do everything he asks, nothing will c…"
4929,RT @GasPriceWizard: As they casually ignore the ever increasing carbon tax as it cascades through the supply chain from farmers to processo…
4930,"RT @jawja100: Senate Votes To Restore Regulations On Climate-Warming Methane Emissions

YESSSSSSSSSSS!!!

WHAT A DIFFERENCE 100 DAYS MAKES!…"
4931,"RT @MBofficialTeam: Requirement of Plasma AB+ve in Hyderabad.
#Covid19Hyderabad #CovidHelp #IndiaFightsCOVID19"
4932,"RT @ChrisJZullo: State Of The Union

- 96.7 million fully vaccinated
- 38.6 million first doses
- COVID relief bill passed
- rejoined Paris…"
4933,"RT @animalrightsyay: .@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
We are heading towards climate chaos
To introduce legislative…"
4934,"RT @LCVoters: ""When I think climate change, I think jobs."" 

@POTUS set the record straight tonight, making it clear that we can have both…"
4935,RT @PhilMurphyNJ: We’re proud to be the first state to incorporate climate change education in our K through 12 classrooms so our students…
4936,Republicans won’t even give up on their wealthy donors to help their constituents and Americans in need.
4937,"RT @SenTedCruz: The Real State of the Union: Joe Biden chose Paris over Pittsburgh. 

Rejoined the Paris Climate Agreement.

Blocked the co…"
4938,RT @NC_Governor: A clean energy economy is good for our environment and good for business. This industry is creating good-paying jobs in ev…
4939,"RT @therevcoms: I’m joining the Revcoms bc if there’s ANY chance to stop Black children being murdered by police, needless deaths from anot…"
4940,"RT @Noisynanawarat1: Listening to President Biden’s speech at the moment. 
Morrison would NOT be enjoying it ! He has the hide to talk abou…"
4941,"RT @andi_staub: #TechforGood is not about the technology

#CallforCode #AI #ecosystem #climate #fintech @ipfconline1 @globaliqx @KMcDTech @…"
4942,"RT @350_US: Tell @JoeBiden, building back better means building back fossil free! Biden must commit to a fossil free infrastructure plan th…"
4943,"Carbon Steel Square Tube Laser Cutting Hole Laser Perforation Tube Laser Cutting Machine
50x50mm Square Tube Carbon Steel Box
Wall Thickness 3mm, laser perforation cutting holes
Fiber Laser Power 1000W

Ivy Liu
Email: ivy@acmelaser.cn
Phone/Whatsapp/Wechat: +86 17863967576. https://t.co/WAePdZZout"
4944,"RT @bkaydw: Thousands sources of pollution 

POC can name: the highway, chemical plants, refineries, legacy pollution left over from decade…"
4945,"RT @POTUS: Imagine a future where we lead the world and tackle the threat of climate change with American jobs and ingenuity.

We can make…"
4946,"RT @GOP: Biden’s decision to rejoin the Paris Climate Agreement could cost Americans between 400,000 and 2.7 million jobs."
4947,@SecretaryPete @PeteButtigieg Some journalist reach out to me. There are thousands and thousands of lives at risk. Coverup of water pollution in a flint water level of problem. Local Politicians getting rich. It needs the whistle blown in a big way. Someone contact me seriously. They need help!
4948,"RT @SecMartyWalsh: A clean energy future means more good jobs. 

With 21st century job training opportunities and apprenticeships, we can t…"
4949,"RT @GretaThunberg: A friendly reminder: We can't solve the climate crisis without treating it like a crisis.

What does that mean?

It mean…"
4950,RT @algore: These first 100 days have been marked by tremendous progress. @POTUS has restored science across government &amp; renewed U.S. lead…
4951,RT @BreitbartNews: Rep. Andy Biggs (R-AZ) urged President Joe Biden Tuesday to rescind the security clearance granted to Obama-era Secretar…
4952,"RT @EnergyNewsBeat: Exxon into Carbon Capture? More $$$ says Ubben, full story here: https://t.co/88lVAu7G9D 

#climatechange #carboncaptur…"
4953,"I am thrilled that my #SpringFlingKidlit entry, Buckets of Blackberries, was among the winners! What an honor!

Thank you @CiaraONeal2 and @KaitlynLeann17 and all the generous donors. 

This pushed me to try out a new style of writing, and I’ve expanded it into a new PB draft!"
4954,RT @PoliticusSarah: Biden just turned the battle against climate change into a powerful jobs argument. This is a perfect example of Biden t…
4955,"RT @LobbyForClimate: 🚨 “We are on the verge of the abyss… we have no time to waste, climate destruction is here.” This is no longer “alarmi…"
4956,"RT @ChrisMurphyCT: Biden says when thinks of climate change he thinks of jobs.

Last week I visited a solar company in CT that said if Trum…"
4957,"RT @Wizard_Predicts: #NeverTrump Republicans are complicit in effectuating Biden's agenda of gun control, critical race indoctrination, hig…"
4958,"RT @Wizard_Predicts: #NeverTrump Republicans are complicit in effectuating Biden's agenda of gun control, critical race indoctrination, hig…"
4959,"RT @maxberger: “When I think climate change, I think jobs. Jobs, jobs, jobs.” - @POTUS 

Thank you @sunrisemvmt, @AOC and @justicedems. Y’a…"
4960,"Shout out to movements who been calling out 
- White supremacy
- Neoliberalism
- Carceral state
- Military industrial complex
- Climate profiteers
- Corporate power &amp; more...

And steady fighting for structural change, not just marginal gains. 

They fight us, but they need us."
4961,"RT @alizaidi46: Wow. @POTUS. 

Connecting all the dots between climate and health — climate and economy — climate and equity — climate and…"
4962,RT @DotEsports: The Esports Certification Institute has announced it will issue refunds to those who signed up for its controversial $400 c…
4963,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
4964,"RT @SenTedCruz: The Real State of the Union: Joe Biden chose Paris over Pittsburgh. 

Rejoined the Paris Climate Agreement.

Blocked the co…"
4965,"@bart_e_anderson @mtaibbi My hope is that the self-hating dweebs who worry about the carbon footprints of pets will die off first and then without their carbon footprints mucking everything up, the rest of us will be able to live our lives in peace."
4966,"@that_michigan @Sha14978250 @Helpful_Heal @its_menieb @POTUS Because countries can make up their own climate plans. Are there penalties for countries who dont reach their targets? No. 
Better yet, other than to virtue signal, explain how it has any worth at all."
4967,"RT @AmoneyResists: @tedcruz I hear Cancun needs a Senator. Why don’t you flee there again but make it permanent?
https://t.co/vxN3NxfukO"
4968,"RT @nytimes: Our reporters fact-checked President Biden's address to a joint session of Congress on issues including:
— Job creation
— Gun…"
4969,@jg_major He’s not a waste of a black person. He’s a waste of carbon based life form.
4970,RT @ProvostParlange: Everybody should take five minutes to read this very important article by @motamman @reuters about climate change and…
4971,@IHOLDSHIFT Ref's gonna need that esports certification soon I'm thinking
4972,RT @sebcourtney: OMG! Brooke is walking😭THANK YOU donors/prayers ⁦@tuftsvet⁩ is the best💜I’m so grateful ⁦@AfterFinishLine⁩ ⁦@Animalsheltrd…
4973,"RT @DanScavino: “While Mike Pompeo was secretary of state and advising Donald Trump, Biden climate czar and former Secretary of State John…"
4974,RT @ilDonaldoTrumpo: THE ONLY CLIMATE CHANGE YOU KNOW HAPPENS INSIDE YOUR DIAPERS JOE.
4975,"RT @AdamSchiff: If we want to build back better.

Revitalize our economy.

Invest in people.

Fight climate change. 

Create new green jobs…"
4976,RT @EPWCmte: .@POTUS has it right when he talks about the opportunity of climate change. We can build charging stations across the country…
4977,"RT @AdamSchiff: If we want to build back better.

Revitalize our economy.

Invest in people.

Fight climate change. 

Create new green jobs…"
4978,"Things I did not hear Biden address tonight:
- Immigration 
- Yemen 
- Bitcoin
- China
- Afghanistan 
- Climate change
- Pirates being .500
- Covid
- The economy"
4979,RT @RepThomasMassie: Cattle are some of the best soil builders in the world. I build this pond a couple of years ago. Nothing would grow on…
4980,"RT @JohnFetterman: Damn right. This is exactly what I’ve been saying for years.

Let’s transition to clean energy, uphold the union way of…"
4981,"RT @DanScavino: “While Mike Pompeo was secretary of state and advising Donald Trump, Biden climate czar and former Secretary of State John…"
4982,RT @SecretaryPete: We're not going to choose between good-paying jobs and climate security. The American Jobs Plan recognizes that the two…
4983,RT @BackatyouLife76: They know for a fact that savere droughts etc happen every few decades. They know one will happen. So they beat the cl…
4984,"RT @EricaforUSSen: I would like to live in the nation that is leading the fight against climate change, not stalling it."
4985,"RT @neelaeast: What Biden said on climate: US emits 15% of world of heat-trapping emissions now. True, and note that we have just 4% of the…"
4986,"RT @jennfranconews: Pres. Biden:

“For too long we have failed to use the most important word when it comes to meeting the climate crisis—j…"
4987,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions
4988,"RT @ajplus: Almost all the world's glaciers are melting at an ""accelerated"" rate due to climate change, says a new study by international r…"
4989,@ItsKing_Robert I be tryna tell people you probs already met her my guy.. to get to the point me and Cassandra made it to you gotta go thru a lot of shit most people wouldn’t deal with especially in today’s “im royalty” climate
4990,RT @kurtbardella: Ummm ... @TimScottSC science is pretty f*cking clear about wearing masks and climate change ... things YOUR political par…
4991,"@SenatorTimScott I never dreamed after I’d earned my education, I’d be an unemployed victim of sexual assault &amp; CA judicial activism which favors illegal immigrants &amp; donors over American women while drowning in student loan debt and allegations that my white skin makes me by default racist."
4992,RT @MaryMorseMarti: Every new highway--every widening or expansion--is a climate-destroying moral abomination.
4993,RT @ZLabe: Just extraordinary warmth in Siberia last year - reflected in this great visual by @CopernicusECMWF. 2020 was nearly 2°C above t…
4994,"RT @PawanismNetwork: #PlasmaDonorIndia

For searching Plasma donors you can use this link.

Any city. Any blood type through Out India

htt…"
4995,"RT @MitchLandrieu: Yes, addressing climate change and building resilience = JOBS. #BuildBackBetter"
4996,RT @jasonhickel: Pledges to reduce emissions are great.  But achieving these trajectories ultimately requires a clear plan to actively scal…
4997,"RT @bkaydw: The Senate voted Wednesday to restore an Obama regulation that imposed limits on methane leaks from oil &amp; gas operations.

Meth…"
4998,"RT @IngrahamAngle: “When you put climate change and the Green New Deal at the top of your foreign policy agenda, you weaken America every d…"
4999,"RT @GretaThunberg: ""The time has come to voice our fears and be honest with wider society. Current net zero policies will not keep warming…"
5000,RT @drjulie_b: Is it my dog or is it 100 companies producing 70% of global emissions https://t.co/kKg5mOWds5
5001,"Autowagen is taking full responsibility in their emissions scandal, where vehicles pollutant output was altered"
5002,Biden Planning on Using MASSIVE Debt To ‘Fundamentally Transform’ Americ... https://t.co/5Zu3FYkvNT via @YouTube This is the biggest theft in history. We are trillions of dollars in debt.  Just 19 trillion was spent in just one year. Global warming is a scam.
5003,"RT @SenatorHick: In Colorado, we pioneered regulations on methane — a greenhouse gas roughly 25 times more powerful than CO2 — that became…"
5004,"RT @LobbyForClimate: .@amazon @Google @facebook The time to push for bold, just #climateaction is now! You are in a strong position to infl…"
5005,RT @laurenboebert: Joe Biden’s climate plan includes cutting 90% of red meat from our diets by 2030. They want to limit us to about four po…
5006,"RT @codepink: The root causes of immigration might be poverty, climate change, etc. But what are the root causes of those root causes? 🤔

I…"
5007,"RT @gloriawalton: Communities most impacted and closest to the problems, are often the FIRST to innovate transformative climate solutions t…"
5008,@DylanRaithel @ChazTeplin @CostaSamaras Rectification is not just emissions.
5009,"@bhaigone2 Ohh, Girls and their fancy of Sarojni.
Delhi mai pollution dekho kitna hai😞"
